日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2026-01-08,1.01,1.005,1.012,1.002,3916609,394029783.0,0.99,-0.79,-0.008,74.18
2026-01-09,1.005,1.008,1.011,1.005,1501901,151286905.0,0.6,0.3,0.003,28.44
2026-01-12,1.001,1.012,1.015,1.001,974250,98400863.0,1.39,0.4,0.004,18.45
2026-01-13,1.012,1.013,1.025,1.011,719333,73332836.0,1.38,0.1,0.001,13.62
2026-01-14,1.013,1.008,1.024,1.004,505258,51399471.0,1.97,-0.49,-0.005,9.57
2026-01-15,1.008,1.004,1.016,1.002,634681,63955716.0,1.39,-0.4,-0.004,12.02
2026-01-16,1.003,0.993,1.01,0.993,293034,29285010.0,1.69,-1.1,-0.011,5.55
2026-01-19,0.995,0.991,0.999,0.989,309182,30702630.0,1.01,-0.2,-0.002,5.86
2026-01-20,0.991,0.993,0.994,0.987,330476,32726654.0,0.71,0.2,0.002,6.26
2026-01-21,0.993,0.992,0.995,0.992,164957,16378529.0,0.3,-0.1,-0.001,3.12
