日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2024-12-16,0.511,0.499,0.512,0.497,1802392,181577557.784,2.95,-1.77,-0.009,3.17
2024-12-17,0.499,0.487,0.502,0.487,757546,74783907.95,3.01,-2.4,-0.012,1.33
2024-12-18,0.491,0.498,0.502,0.479,673984,66414032.488,4.72,2.26,0.011,1.18
2024-12-19,0.492,0.512,0.514,0.49,3154987,320703656.489,4.82,2.81,0.014,5.54
2024-12-20,0.512,0.517,0.528,0.506,1904559,197217266.614,4.3,0.98,0.005,3.35
2024-12-23,0.517,0.507,0.522,0.504,849138,87101217.142,3.48,-1.93,-0.01,1.49
2024-12-24,0.508,0.504,0.51,0.492,1042500,103927614.66,3.55,-0.59,-0.003,1.83
2024-12-25,0.501,0.497,0.503,0.494,957623,95378405.631,1.79,-1.39,-0.007,1.68
2024-12-26,0.498,0.516,0.518,0.497,1275588,130346503.177,4.23,3.82,0.019,2.24
2024-12-27,0.517,0.51,0.521,0.507,995263,102552759.124,2.71,-1.16,-0.006,1.75
2024-12-30,0.514,0.504,0.514,0.499,890817,90154494.997,2.94,-1.18,-0.006,1.56
2024-12-31,0.505,0.482,0.506,0.48,2137857,209452142.44,5.16,-4.37,-0.022,3.76
2025-01-02,0.481,0.464,0.481,0.457,1417998,133485910.893,4.98,-3.73,-0.018,2.49
2025-01-03,0.466,0.445,0.467,0.444,1313684,119113030.602,4.96,-4.09,-0.019,2.31
2025-01-06,0.446,0.441,0.454,0.435,860418,76441073.142,4.27,-0.9,-0.004,1.51
2025-01-07,0.443,0.458,0.458,0.443,1397781,126095283.3,3.4,3.85,0.017,2.46
2025-01-08,0.45,0.456,0.46,0.438,1385368,124341583.793,4.8,-0.44,-0.002,2.43
2025-01-09,0.455,0.455,0.461,0.451,838775,76628881.326,2.19,-0.22,-0.001,1.47
2025-01-10,0.454,0.437,0.457,0.436,1027579,91620355.716,4.62,-3.96,-0.018,1.81
2025-01-13,0.429,0.435,0.441,0.425,921660,79836396.699,3.66,-0.46,-0.002,1.62
2025-01-14,0.437,0.463,0.463,0.434,1717331,155422673.51,6.67,6.44,0.028,3.02
2025-01-15,0.463,0.457,0.463,0.456,786272,72071013.813,1.51,-1.3,-0.006,1.38
2025-01-16,0.462,0.472,0.475,0.461,1387450,130106665.964,3.06,3.28,0.015,2.44
2025-01-17,0.468,0.47,0.475,0.463,1119409,105061220.273,2.54,-0.42,-0.002,1.97
2025-01-20,0.475,0.478,0.483,0.472,1077012,102959101.204,2.34,1.7,0.008,1.89
2025-01-21,0.486,0.489,0.491,0.479,1438432,139737961.304,2.51,2.3,0.011,2.53
2025-01-22,0.488,0.497,0.502,0.488,1528879,151851765.748,2.86,1.64,0.008,2.69
2025-01-23,0.504,0.492,0.515,0.492,1533284,154127744.794,4.63,-1.01,-0.005,2.69
2025-01-24,0.491,0.512,0.512,0.488,1393998,140540224.023,4.88,4.07,0.02,2.45
2025-01-27,0.519,0.487,0.524,0.486,2346309,232571073.795,7.42,-4.88,-0.025,4.12
2025-02-05,0.496,0.491,0.497,0.482,1531195,149269923.282,3.08,0.82,0.004,2.69
