日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率
2021-07-02,0.997,0.974,0.997,0.895,244994,24202438.0,10.26,-2.01,-0.02,18.5
2021-07-05,0.969,0.97,0.98,0.962,209279,20313102.0,1.85,-0.41,-0.004,15.8
2021-07-06,0.97,0.964,0.97,0.955,70750,6810058.0,1.55,-0.62,-0.006,5.34
2021-07-07,0.964,0.976,0.979,0.963,140951,13717061.0,1.66,1.24,0.012,10.64
2021-07-08,0.975,0.962,0.976,0.961,34326,3316383.0,1.54,-1.43,-0.014,2.59
2021-07-09,0.953,0.953,0.953,0.94,32270,3055064.0,1.35,-0.94,-0.009,2.44
2021-07-12,0.948,0.958,0.963,0.946,43746,4189963.0,1.78,0.52,0.005,3.3
2021-07-13,0.96,0.961,0.967,0.96,32513,3127646.0,0.73,0.31,0.003,2.46
2021-07-14,0.959,0.958,0.974,0.956,34907,3348080.0,1.87,-0.31,-0.003,2.64
2021-07-15,0.956,0.95,0.956,0.938,18245,1721860.0,1.88,-0.84,-0.008,1.38
2021-07-16,0.95,0.951,0.956,0.95,27544,2628411.0,0.63,0.11,0.001,2.08
2021-07-19,0.95,0.94,0.95,0.934,12591,1182156.0,1.68,-1.16,-0.011,0.95
2021-07-20,0.938,0.938,0.939,0.931,34545,3228131.0,0.85,-0.21,-0.002,2.61
2021-07-21,0.938,0.938,0.948,0.936,13588,1277803.0,1.28,0.0,0.0,1.03
2021-07-22,0.941,0.949,0.956,0.941,47449,4505353.0,1.6,1.17,0.011,3.58
2021-07-23,0.944,0.93,0.944,0.927,76410,7101335.0,1.79,-2.0,-0.019,5.77
2021-07-26,0.918,0.884,0.923,0.882,25268,2272776.0,4.41,-4.95,-0.046,1.91
2021-07-27,0.885,0.859,0.885,0.857,29836,2584356.0,3.17,-2.83,-0.025,2.25
2021-07-28,0.862,0.847,0.862,0.841,19640,1665704.0,2.44,-1.4,-0.012,1.48
2021-07-29,0.871,0.862,0.871,0.858,19227,1654706.0,1.53,1.77,0.015,1.45
2021-07-30,0.851,0.866,0.869,0.848,23703,2039380.0,2.44,0.46,0.004,1.79
2021-08-02,0.87,0.877,0.878,0.853,7854,681796.0,2.89,1.27,0.011,0.59
2021-08-03,0.871,0.869,0.874,0.866,16503,1434779.0,0.91,-0.91,-0.008,1.25
2021-08-04,0.869,0.866,0.873,0.863,26331,2278842.0,1.15,-0.35,-0.003,1.99
2021-08-05,0.866,0.85,0.866,0.848,30195,2573898.0,2.08,-1.85,-0.016,2.28
2021-08-06,0.847,0.845,0.848,0.84,19481,1644117.0,0.94,-0.59,-0.005,1.47
2021-08-09,0.846,0.864,0.864,0.846,14958,1284079.0,2.13,2.25,0.019,1.13
2021-08-10,0.863,0.874,0.875,0.855,54304,4692046.0,2.31,1.16,0.01,4.1
2021-08-11,0.874,0.864,0.876,0.862,40199,3488518.0,1.6,-1.14,-0.01,3.04
2021-08-12,0.863,0.861,0.873,0.86,9023,779576.0,1.5,-0.35,-0.003,0.68
2021-08-13,0.855,0.853,0.857,0.848,26786,2283831.0,1.05,-0.93,-0.008,2.02
2021-08-16,0.853,0.853,0.857,0.852,10525,899864.0,0.59,0.0,0.0,0.79
2021-08-17,0.854,0.832,0.855,0.831,15058,1263916.0,2.81,-2.46,-0.021,1.14
2021-08-18,0.833,0.831,0.833,0.824,12198,1010181.0,1.08,-0.12,-0.001,0.92
2021-08-19,0.833,0.835,0.842,0.833,5908,495255.0,1.08,0.48,0.004,0.45
2021-08-20,0.835,0.828,0.835,0.826,27514,2283252.0,1.08,-0.84,-0.007,2.08
2021-08-23,0.829,0.842,0.844,0.829,17145,1438668.0,1.81,1.69,0.014,1.29
2021-08-24,0.842,0.841,0.842,0.837,6228,523162.0,0.59,-0.12,-0.001,0.47
2021-08-25,0.846,0.853,0.855,0.846,27638,2353174.0,1.07,1.43,0.012,2.09
2021-08-26,0.854,0.838,0.854,0.838,24000,2018041.0,1.88,-1.76,-0.015,1.81
2021-08-27,0.837,0.832,0.839,0.824,40291,3343708.0,1.79,-0.72,-0.006,3.04
2021-08-30,0.837,0.821,0.837,0.815,31515,2585016.0,2.64,-1.32,-0.011,2.38
2021-08-31,0.82,0.811,0.82,0.803,18308,1481586.0,2.07,-1.22,-0.01,1.38
2021-09-01,0.806,0.829,0.834,0.806,14119,1166727.0,3.45,2.22,0.018,1.07
2021-09-02,0.828,0.832,0.838,0.828,6214,519155.0,1.21,0.36,0.003,0.47
2021-09-03,0.832,0.835,0.837,0.827,34500,2870916.0,1.2,0.36,0.003,2.61
2021-09-06,0.832,0.853,0.853,0.831,20004,1692744.0,2.63,2.16,0.018,1.51
2021-09-07,0.853,0.859,0.861,0.838,12108,1035211.0,2.7,0.7,0.006,0.91
2021-09-08,0.856,0.883,0.884,0.854,40902,3579071.0,3.49,2.79,0.024,3.09
2021-09-09,0.884,0.875,0.884,0.867,25418,2219717.0,1.93,-0.91,-0.008,1.92
2021-09-10,0.87,0.875,0.88,0.867,25132,2196536.0,1.49,0.0,0.0,1.9
2021-09-13,0.867,0.879,0.879,0.863,10775,937287.0,1.83,0.46,0.004,0.81
2021-09-14,0.878,0.867,0.881,0.867,13853,1211688.0,1.59,-1.37,-0.012,1.05
2021-09-15,0.86,0.863,0.867,0.855,13304,1147700.0,1.38,-0.46,-0.004,1.0
2021-09-16,0.866,0.855,0.877,0.853,11464,986859.0,2.78,-0.93,-0.008,0.87
2021-09-17,0.863,0.856,0.863,0.845,27933,2371415.0,2.11,0.12,0.001,2.11
2021-09-22,0.855,0.858,0.859,0.848,5166,441384.0,1.29,0.23,0.002,0.39
2021-09-23,0.858,0.872,0.879,0.853,48269,4216683.0,3.03,1.63,0.014,3.64
2021-09-24,0.872,0.878,0.887,0.872,33082,2919712.0,1.72,0.69,0.006,2.5
2021-09-27,0.888,0.87,0.888,0.865,12708,1110499.0,2.62,-0.91,-0.008,0.96
2021-09-28,0.89,0.859,0.9,0.853,20549,1762336.0,5.4,-1.26,-0.011,1.55
2021-09-29,0.858,0.846,0.858,0.845,12093,1026500.0,1.51,-1.51,-0.013,0.91
2021-09-30,0.845,0.855,0.855,0.845,21167,1798307.0,1.18,1.06,0.009,1.6
