代码,名称,操作建议,大趋势,偏离度%,当前连跌,全2均涨,全2胜率%,全3均涨,全3胜率%,全4均涨,全4胜率%,全5均涨,全5胜率%,3年2均涨,3年2胜率%,3年3均涨,3年3胜率%,3年4均涨,3年4胜率%,3年5均涨,3年5胜率%,实时溢价率,参考净值
159740,恒生科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.1,4,-0.17,48.65,0.39,53.42,0.19,55.17,0.16,46.15,0.45,54.55,-0.53,42.11,-0.43,55.56,0.48,50.0,未知,未知
513560,香港科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.1,4,-0.0,53.41,-0.38,43.24,0.13,61.11,-0.68,28.57,-0.0,53.41,-0.38,43.24,0.13,61.11,-0.68,28.57,未知,未知
159741,恒生科技ETF基金,🔴顺势 ⭐⭐⭐⭐,多头,-0.09,4,-0.16,46.53,0.48,56.76,0.17,56.67,-0.21,50.0,0.47,52.27,0.08,47.37,0.48,58.33,0.54,50.0,未知,未知
513860,港股通科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.07,4,-0.04,51.39,0.19,54.84,0.1,52.0,-0.24,50.0,0.45,52.08,1.33,60.0,0.27,60.0,0.49,66.67,未知,未知
159747,香港科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,-0.06,4,-0.21,47.68,0.48,58.11,0.2,55.17,0.27,61.54,-0.13,50.0,0.63,59.09,0.27,58.33,1.59,75.0,未知,未知
513380,恒生科技ETF龙头,🔴顺势 ⭐⭐⭐⭐,多头,-0.01,4,0.13,50.42,0.49,55.56,0.62,72.73,-0.07,40.0,0.34,49.33,0.42,48.57,0.35,55.56,0.53,50.0,未知,未知
159742,恒生科技指数ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.0,4,-0.08,47.4,0.24,54.67,-0.04,56.67,0.31,53.85,0.08,56.52,0.33,68.42,-0.41,22.22,0.4,100.0,未知,未知
513260,恒生科技ETF基金,🔴顺势 ⭐⭐⭐⭐,多头,0.02,4,0.14,53.77,0.32,57.45,0.49,58.82,0.05,66.67,-0.2,48.84,0.32,57.5,-0.9,20.0,-0.18,75.0,未知,未知
513180,恒生科技指数ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.03,4,-0.17,48.99,0.37,50.0,0.21,57.58,0.5,53.85,-0.05,55.56,0.11,57.89,0.51,46.15,1.11,100.0,未知,未知
513010,恒生科技30ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.03,4,-0.13,48.32,0.38,54.93,0.34,63.33,-0.83,30.0,-0.22,51.16,0.31,63.16,0.22,42.86,0.85,100.0,未知,未知
513980,港股科技50ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.08,4,-0.18,51.75,0.19,47.54,-0.2,48.0,-0.44,50.0,0.58,57.45,1.35,58.82,0.95,80.0,-0.85,75.0,未知,未知
513020,港股科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.14,4,-0.13,51.61,0.5,58.62,0.45,61.9,-0.04,50.0,-0.42,39.39,-0.08,48.28,-0.52,33.33,-0.2,66.67,未知,未知
513150,港股通科技50ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.18,4,0.08,57.81,0.4,50.0,0.02,52.38,-0.44,44.44,0.21,56.92,0.6,58.33,-0.15,53.85,-1.43,0.0,未知,未知
159750,香港科技50ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.22,4,-0.07,52.8,0.27,58.62,0.39,60.87,0.07,50.0,-0.06,40.62,0.33,56.25,0.33,73.33,0.11,25.0,未知,未知
159751,港股科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.26,4,-0.16,52.0,0.36,53.7,0.34,59.09,0.04,50.0,0.12,45.9,-0.2,34.62,0.06,61.54,-0.73,50.0,未知,未知
159920,恒生ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.41,4,-0.09,49.08,0.08,50.83,0.07,48.1,0.33,60.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513600,恒生指数ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.43,4,0.01,51.38,-0.09,46.45,0.29,64.94,0.12,57.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513160,港股科技30ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.48,4,-0.07,52.54,0.43,53.85,-0.11,45.45,0.2,66.67,0.28,55.0,-0.72,42.31,-0.41,50.0,-0.49,33.33,未知,未知
513210,恒生ETF易方达,🔴顺势 ⭐⭐⭐⭐,多头,0.49,4,-0.2,50.0,0.15,54.55,0.01,33.33,0.03,50.0,-0.2,50.0,0.15,54.55,0.01,33.33,0.03,50.0,未知,未知
513360,教育ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.7,4,-0.4,46.48,0.13,54.05,-0.25,51.61,-0.39,57.14,0.15,52.38,0.55,59.09,-0.32,30.77,-1.6,0.0,未知,未知
513660,恒生ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.71,4,-0.06,52.85,0.08,51.41,0.36,59.09,0.17,57.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
520700,港股创新药ETF基金,🔴顺势 ⭐⭐⭐⭐,多头,0.79,4,-0.35,47.5,-0.22,52.38,0.38,66.67,1.47,100.0,-0.35,47.5,-0.22,52.38,0.38,66.67,1.47,100.0,未知,未知
513330,恒生互联网ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.9,4,-0.12,47.27,-0.07,46.84,-0.16,44.44,0.66,61.11,0.42,51.35,0.19,61.11,0.41,53.85,-0.54,25.0,未知,未知
513780,港股创新药50ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.91,4,-0.36,50.0,-0.03,44.44,0.35,50.0,1.46,75.0,-0.36,50.0,-0.03,44.44,0.35,50.0,1.46,75.0,未知,未知
159506,恒生医疗ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.92,4,-0.18,44.44,-0.11,56.82,0.78,64.71,0.81,83.33,-0.18,44.44,-0.11,56.82,0.78,64.71,0.81,83.33,未知,未知
513120,港股创新药ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.95,4,0.11,49.56,0.15,59.26,-0.16,50.0,0.27,70.0,0.14,48.68,0.24,44.44,-0.06,50.0,1.41,71.43,未知,未知
159568,港股互联网ETF,🔴顺势 ⭐⭐⭐⭐,多头,0.99,4,0.01,53.7,0.03,60.0,1.24,71.43,1.21,50.0,0.01,53.7,0.03,60.0,1.24,71.43,1.21,50.0,未知,未知
159688,恒生互联网ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.01,4,0.18,51.02,-0.1,51.11,-0.02,42.11,0.58,63.64,0.18,51.02,-0.1,51.11,-0.02,42.11,0.58,63.64,未知,未知
159718,港股医药ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.04,4,-0.1,46.03,0.17,48.39,0.33,51.72,-0.33,41.67,0.37,53.12,0.16,48.39,0.1,53.85,0.63,42.86,未知,未知
513040,港股通互联网ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.07,4,0.17,54.12,-0.35,55.56,0.73,64.29,-0.06,40.0,0.17,54.12,-0.35,55.56,0.73,64.29,-0.06,40.0,未知,未知
513770,港股互联网ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.1,4,-0.04,50.0,0.23,48.21,0.13,50.0,-0.19,41.67,-0.36,43.55,0.39,44.83,0.61,42.86,1.89,57.14,未知,未知
159792,港股通互联网ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.2,4,-0.09,52.55,0.24,50.77,-0.06,44.83,0.18,53.33,0.13,47.37,-0.3,47.83,-0.13,42.86,1.45,60.0,未知,未知
513280,恒生生物科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.21,4,-0.06,44.25,-0.07,51.72,0.24,57.69,0.52,81.82,0.26,49.37,-0.17,46.15,0.12,50.0,0.64,87.5,未知,未知
159892,恒生医药ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.28,4,-0.13,43.28,0.14,50.7,-0.4,48.39,0.43,73.33,0.25,52.73,0.09,57.69,-0.7,27.27,1.12,50.0,未知,未知
159615,恒生生物科技ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.28,4,-0.08,46.61,0.14,52.54,0.71,56.52,0.37,75.0,0.22,51.28,-0.64,32.5,0.12,46.15,0.82,57.14,未知,未知
513580,恒生科技ETF指数基金,🔴顺势 ⭐⭐⭐⭐,多头,1.35,4,-0.09,48.0,0.41,53.42,0.12,60.0,0.01,58.33,0.58,64.44,-0.57,31.58,-0.74,54.55,-0.01,33.33,未知,未知
159776,港股通医药ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.44,4,0.11,49.6,0.08,50.85,0.29,57.69,0.19,80.0,-0.08,46.67,0.17,51.43,-0.09,53.85,0.25,71.43,未知,未知
513700,香港医药ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.46,4,-0.06,50.35,0.23,53.03,-0.09,53.57,0.07,76.92,0.14,49.06,0.05,53.85,0.41,60.0,-0.65,50.0,未知,未知
513200,港股通医药ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.48,4,-0.02,52.42,0.21,50.0,0.11,53.85,-0.26,63.64,-0.27,49.23,0.73,69.7,0.01,38.46,-0.16,50.0,未知,未知
159303,恒生医疗ETF基金,🔴顺势 ⭐⭐⭐⭐,多头,1.51,4,-0.15,46.94,0.21,43.48,0.45,54.55,0.2,40.0,-0.15,46.94,0.21,43.48,0.45,54.55,0.2,40.0,未知,未知
159557,恒生医疗指数ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.55,4,-0.31,46.94,0.29,53.85,0.61,54.55,-0.41,60.0,-0.31,46.94,0.29,53.85,0.61,54.55,-0.41,60.0,未知,未知
513060,恒生医疗ETF,🔴顺势 ⭐⭐⭐⭐,多头,1.7,4,-0.2,46.67,-0.15,45.83,-0.22,62.86,-0.9,53.85,0.65,60.98,-0.25,45.0,-0.7,22.22,1.89,100.0,未知,未知
159502,标普生物科技ETF,🔴顺势 ⭐⭐⭐,多头,-2.7,3,0.35,63.16,0.03,50.0,-0.81,50.0,-0.75,25.0,0.35,63.16,0.03,50.0,-0.81,50.0,-0.75,25.0,未知,未知
159501,纳斯达克指数ETF,🔴顺势 ⭐⭐⭐,多头,-2.11,3,0.18,50.0,0.24,53.57,-0.28,33.33,0.33,62.5,0.18,50.0,0.24,53.57,-0.28,33.33,0.33,62.5,未知,未知
159941,纳指ETF,🔴顺势 ⭐⭐⭐,多头,-1.87,3,0.15,54.51,0.1,55.06,-0.31,45.95,0.92,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159513,纳斯达克100指数ETF,🔴顺势 ⭐⭐⭐,多头,-1.78,3,0.16,46.67,0.15,53.57,-0.58,33.33,0.37,50.0,0.16,46.67,0.15,53.57,-0.58,33.33,0.37,50.0,未知,未知
513110,纳斯达克100ETF,🔴顺势 ⭐⭐⭐,多头,-1.68,3,0.2,50.0,-0.08,40.74,-0.72,35.71,0.2,44.44,0.2,50.0,-0.08,40.74,-0.72,35.71,0.2,44.44,未知,未知
513870,纳指ETF富国,🔴顺势 ⭐⭐⭐,多头,-1.66,3,0.27,47.06,-0.07,52.17,-0.61,30.0,0.66,57.14,0.27,47.06,-0.07,52.17,-0.61,30.0,0.66,57.14,未知,未知
159632,纳斯达克ETF,🔴顺势 ⭐⭐⭐,多头,-1.66,3,0.09,51.22,-0.03,39.47,0.19,59.09,0.29,50.0,0.22,57.14,0.05,47.62,-0.05,63.64,0.23,50.0,未知,未知
159696,纳指ETF易方达,🔴顺势 ⭐⭐⭐,多头,-1.54,3,0.16,48.21,-0.0,48.15,-0.43,30.77,0.63,66.67,0.16,48.21,-0.0,48.15,-0.43,30.77,0.63,66.67,未知,未知
159659,纳斯达克100ETF,🔴顺势 ⭐⭐⭐,多头,-1.54,3,0.23,51.52,0.22,57.69,-0.81,18.18,0.4,44.44,0.23,51.52,0.22,57.69,-0.81,18.18,0.4,44.44,未知,未知
159612,标普500ETF,🔴顺势 ⭐⭐⭐,多头,-1.14,3,0.07,56.38,0.51,56.41,0.25,62.5,0.14,40.0,-0.03,49.02,-0.16,58.33,-0.11,33.33,-0.25,33.33,未知,未知
513550,港股通50ETF,🔴顺势 ⭐⭐⭐,多头,0.1,3,-0.06,50.0,0.06,46.38,0.35,54.05,0.37,69.23,-0.25,35.48,-0.2,35.29,-0.12,36.36,-0.68,0.0,未知,未知
513990,港股通ETF,🔴顺势 ⭐⭐⭐,多头,0.32,3,-0.1,50.0,0.2,49.33,-0.15,41.67,0.37,61.9,0.66,60.0,-0.04,36.36,-0.43,12.5,1.16,100.0,未知,未知
513810,港股国企ETF,🔴顺势 ⭐⭐⭐,多头,0.61,3,0.06,59.7,0.3,64.0,-0.02,44.44,-0.15,60.0,0.06,59.7,0.3,64.0,-0.02,44.44,-0.15,60.0,未知,未知
513850,美国50ETF,🔴顺势 ⭐⭐,多头,-2.28,2,0.19,56.14,-0.29,55.0,-0.27,44.44,0.56,50.0,0.19,56.14,-0.29,55.0,-0.27,44.44,0.56,50.0,未知,未知
513300,纳斯达克ETF,🔴顺势 ⭐⭐,多头,-1.73,2,0.13,54.68,0.22,55.0,0.1,48.15,0.41,58.33,0.26,57.89,-0.64,33.33,0.16,66.67,0.99,100.0,未知,未知
513100,纳指ETF,🔴顺势 ⭐⭐,多头,-1.6,2,0.2,54.75,0.13,52.43,0.04,44.44,0.38,52.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159655,标普ETF,🔴顺势 ⭐⭐,多头,-1.0,2,0.24,59.49,-0.09,46.67,0.25,56.25,-0.07,28.57,0.18,61.54,0.55,56.52,0.38,50.0,0.47,16.67,未知,未知
513500,标普500ETF,🔴顺势 ⭐⭐,多头,-0.81,2,0.04,53.66,0.11,53.98,-0.28,36.73,0.33,60.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513400,道琼斯ETF,🔴顺势 ⭐⭐,多头,-0.29,2,-0.22,40.43,0.32,54.55,0.03,37.5,0.43,75.0,-0.22,40.43,0.32,54.55,0.03,37.5,0.43,75.0,未知,未知
513880,日经225ETF,🔴顺势 ⭐⭐,多头,0.52,2,0.03,47.89,0.27,57.65,0.03,50.0,0.01,64.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159866,日经ETF,🔴顺势 ⭐⭐,多头,0.89,2,0.14,53.42,0.22,53.23,0.03,52.0,0.54,70.0,0.25,46.88,0.28,50.0,0.05,50.0,1.54,100.0,未知,未知
513000,日经225ETF易方达,🔴顺势 ⭐⭐,多头,0.97,2,0.05,48.37,0.25,60.92,0.13,57.58,0.37,61.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513520,日经ETF,🔴顺势 ⭐⭐,多头,1.37,2,0.14,51.31,0.15,56.63,-0.03,47.06,-0.01,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159687,亚太精选ETF,🔴顺势 ⭐⭐,多头,2.1,2,0.04,53.95,0.61,70.97,0.36,75.0,-0.05,50.0,0.04,48.65,-0.01,51.61,-0.18,37.5,0.57,100.0,未知,未知
513800,日本东证指数ETF,🔴顺势 ⭐⭐,多头,2.2,2,-0.01,53.19,0.4,66.67,0.25,60.0,-0.09,44.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513220,中概互联ETF,🔵反弹 ⚡⚡⚡⚡,空头,-1.45,4,0.11,53.98,-0.18,48.0,0.44,64.0,0.75,62.5,0.29,52.5,0.01,45.45,0.42,47.37,-1.29,0.0,未知,未知
159607,中概互联网ETF,🔵反弹 ⚡⚡⚡⚡,空头,-1.15,4,0.07,50.36,0.5,53.03,0.32,59.26,1.18,66.67,0.05,46.67,1.19,64.29,-0.52,28.57,-1.56,0.0,未知,未知
513320,恒生新经济ETF,🔵反弹 ⚡⚡⚡⚡,空头,-0.27,4,-0.11,50.42,0.01,49.15,0.2,50.0,0.36,69.23,0.35,52.24,0.81,61.76,-0.46,26.32,-0.95,11.11,未知,未知
