代码,名称,操作建议,大趋势,偏离度%,当前连跌,全2均涨,全2胜率%,全3均涨,全3胜率%,全4均涨,全4胜率%,全5均涨,全5胜率%,3年2均涨,3年2胜率%,3年3均涨,3年3胜率%,3年4均涨,3年4胜率%,3年5均涨,3年5胜率%,实时溢价率,参考净值
560180,沪深300ESGETF南方,🔴顺势 ⭐⭐⭐,多头,-0.55,3,-0.06,43.21,0.21,51.16,0.07,50.0,0.13,66.67,-0.06,43.21,0.21,51.16,0.07,50.0,0.13,66.67,未知,未知
560560,碳中和ETF泰康,🔴顺势 ⭐⭐⭐,多头,-0.27,3,-0.19,34.81,0.46,64.1,-0.53,40.0,-0.43,35.71,0.04,50.0,-0.14,50.0,-0.12,46.15,-0.22,57.14,未知,未知
159790,碳中和ETF,🔴顺势 ⭐⭐⭐,多头,-0.14,3,-0.21,40.29,0.4,60.53,0.01,39.29,0.93,68.75,0.31,50.98,-0.12,46.67,-0.28,33.33,-0.09,25.0,未知,未知
562300,碳中和ETF基金,🔴顺势 ⭐⭐⭐,多头,-0.08,3,-0.09,38.84,0.33,53.85,-0.21,37.04,-0.23,40.0,0.12,44.26,0.11,38.24,-0.0,64.71,-0.04,50.0,未知,未知
516830,300ESGETF,🔴顺势 ⭐⭐⭐,多头,-0.06,3,-0.04,42.65,0.1,44.12,0.13,56.25,0.32,72.73,0.01,45.65,0.22,48.15,1.12,84.62,1.71,80.0,未知,未知
159623,成渝经济圈ETF,🔴顺势 ⭐⭐⭐,多头,0.1,3,-0.04,47.42,-0.21,33.33,0.13,53.33,0.45,61.54,-0.12,47.95,-0.32,36.84,-0.03,50.0,0.27,50.0,未知,未知
516070,低碳ETF易方达,🔴顺势 ⭐⭐⭐,多头,0.19,3,-0.02,42.66,0.46,61.84,-0.21,38.46,0.2,41.67,0.35,55.26,0.32,43.48,-0.11,36.36,0.75,60.0,未知,未知
512580,环保ETF,🔴顺势 ⭐⭐⭐,多头,0.39,3,0.03,47.13,0.16,57.03,-0.24,37.04,0.14,51.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
562550,绿电ETF,🔴顺势 ⭐⭐⭐,多头,1.09,3,0.03,37.97,0.1,52.17,-0.15,47.37,-0.47,40.0,0.03,37.97,0.1,52.17,-0.15,47.37,-0.47,40.0,未知,未知
562580,可选消费ETF,🔴顺势 ⭐⭐⭐,多头,1.2,3,0.07,37.74,0.24,41.38,0.45,64.29,-0.07,50.0,0.07,37.74,0.24,41.38,0.45,64.29,-0.07,50.0,未知,未知
159886,机械ETF,🔴顺势 ⭐⭐⭐,多头,1.39,3,-0.05,46.26,0.47,59.21,0.19,48.28,0.28,57.14,-0.27,44.19,0.55,66.67,0.18,46.15,0.05,33.33,未知,未知
159869,游戏ETF,🔴顺势 ⭐⭐⭐,多头,2.7,3,-0.01,48.65,0.22,53.52,0.72,69.7,0.83,60.0,0.59,51.35,0.6,77.78,1.67,83.33,1.52,100.0,未知,未知
159805,传媒ETF,🔴顺势 ⭐⭐⭐,多头,4.15,3,0.08,55.62,0.11,51.35,0.32,66.67,1.09,72.73,-0.71,50.0,0.72,33.33,-0.22,0.0,0.6,100.0,未知,未知
516190,传媒ETF华夏,🔴顺势 ⭐⭐⭐,多头,4.34,3,0.21,54.14,0.11,52.73,0.28,68.0,0.63,50.0,0.03,43.1,0.49,44.44,-0.48,30.0,0.09,33.33,未知,未知
560980,光伏龙头ETF广发,🔴顺势 ⭐⭐⭐,多头,5.67,3,0.1,44.44,0.45,59.65,0.09,45.45,0.44,58.33,0.0,43.43,0.47,53.7,-1.17,19.05,0.53,50.0,未知,未知
561380,电网ETF,🔴顺势 ⭐⭐⭐,多头,7.71,3,-0.18,39.29,0.5,66.67,0.78,50.0,-1.94,50.0,-0.18,39.29,0.5,66.67,0.78,50.0,-1.94,50.0,未知,未知
159320,电网ETF,🔴顺势 ⭐⭐⭐,多头,7.87,3,-0.11,44.0,0.14,45.45,0.24,33.33,-0.92,75.0,-0.11,44.0,0.14,45.45,0.24,33.33,-0.92,75.0,未知,未知
159326,电网设备ETF,🔴顺势 ⭐⭐⭐,多头,8.89,3,0.01,51.11,0.99,76.47,1.3,75.0,-4.98,0.0,0.01,51.11,0.99,76.47,1.3,75.0,-4.98,0.0,未知,未知
510030,价值ETF,🔴顺势 ⭐⭐,多头,-2.92,2,0.04,47.14,0.19,50.53,0.19,54.17,-0.17,37.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
159940,金融地产ETF,🔴顺势 ⭐⭐,多头,-2.86,2,0.05,48.06,0.17,58.62,0.31,53.7,-0.12,47.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
515630,证券保险ETF鹏华,🔴顺势 ⭐⭐,多头,-2.57,2,0.06,50.28,0.25,53.09,0.47,52.78,-0.05,62.5,-0.49,16.67,-0.86,25.0,-0.75,0.0,-0.28,0.0,未知,未知
562320,沪深300价值ETF,🔴顺势 ⭐⭐,多头,-1.61,2,0.13,52.81,0.02,50.0,0.54,85.71,0.9,100.0,-0.14,34.09,-0.12,44.74,-0.36,35.71,0.21,50.0,未知,未知
563000,中国A50ETF易方达,🔴顺势 ⭐⭐,多头,-1.53,2,-0.0,45.31,0.19,51.61,0.21,53.57,-0.72,50.0,0.04,44.44,-0.11,38.71,0.01,29.41,0.09,33.33,未知,未知
510090,ESGETF基金,🔴顺势 ⭐⭐,多头,-1.3,2,0.32,55.16,0.26,50.57,0.55,56.58,0.5,63.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
510060,央企ETF,🔴顺势 ⭐⭐,多头,-1.16,2,-0.04,46.9,-0.0,47.48,0.44,62.61,-0.03,41.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
513190,港股通金融ETF,🔴顺势 ⭐⭐,多头,-1.09,2,-0.04,48.48,0.13,64.52,0.16,72.73,-0.3,0.0,-0.04,48.48,0.13,64.52,0.16,72.73,-0.3,0.0,未知,未知
516670,畜牧养殖ETF,🔴顺势 ⭐⭐,多头,-0.91,2,-0.16,44.68,-0.37,36.0,-0.31,42.22,0.27,43.48,-0.27,40.0,-0.26,45.0,-0.1,47.06,0.33,57.14,未知,未知
513140,港股金融ETF,🔴顺势 ⭐⭐,多头,-0.74,2,-0.02,47.06,-0.11,54.76,0.52,63.16,0.81,60.0,0.05,48.19,0.16,57.14,-0.28,52.63,0.36,80.0,未知,未知
159510,沪深300价值ETF,🔴顺势 ⭐⭐,多头,-0.61,2,-0.11,47.62,0.19,33.33,0.2,55.56,0.23,60.0,-0.11,47.62,0.19,33.33,0.2,55.56,0.23,60.0,未知,未知
515130,沪深300ETF博时,🔴顺势 ⭐⭐,多头,-0.27,2,-0.06,47.06,0.06,46.34,0.34,57.5,0.0,53.33,0.24,62.5,0.31,60.0,-0.19,0.0,0.54,50.0,未知,未知
513750,港股通非银ETF,🔴顺势 ⭐⭐,多头,-0.02,2,-0.12,41.27,0.15,50.0,0.13,62.5,1.27,66.67,-0.12,41.27,0.15,50.0,0.13,62.5,1.27,66.67,未知,未知
510270,国企ETF,🔴顺势 ⭐⭐,多头,0.03,2,0.1,46.45,0.47,58.85,0.06,46.38,-0.12,52.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
515350,民生加银300ETF,🔴顺势 ⭐⭐,多头,0.09,2,-0.08,44.63,0.05,53.12,0.15,61.36,-0.33,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
560000,智能电车ETF浦银,🔴顺势 ⭐⭐,多头,0.12,2,-0.03,44.96,0.13,44.78,-0.49,40.0,-0.5,47.62,0.12,45.45,-0.08,37.5,0.88,65.0,-0.49,58.33,未知,未知
516560,养老ETF,🔴顺势 ⭐⭐,多头,0.12,2,-0.22,37.7,0.13,51.43,0.11,44.83,-0.19,50.0,0.18,47.06,-0.16,51.61,-0.49,16.67,-0.29,28.57,未知,未知
510810,上海国企ETF,🔴顺势 ⭐⭐,多头,0.2,2,0.03,46.33,-0.2,47.5,0.08,48.28,-0.5,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
512990,MSCIA股ETF华夏,🔴顺势 ⭐⭐,多头,0.38,2,0.04,47.32,-0.08,44.81,0.33,61.73,-0.06,65.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
510160,产业升级ETF南方,🔴顺势 ⭐⭐,多头,0.54,2,0.08,49.52,0.02,47.62,0.51,58.75,0.17,42.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,未知,未知
530280,上证180ETF指数基金,🔴顺势 ⭐⭐,多头,0.76,2,0.57,81.82,0.92,100.0,0.0,0.0,0.0,0.0,0.57,81.82,0.92,100.0,0.0,0.0,0.0,0.0,未知,未知
530300,上证180ETF华泰柏瑞,🔴顺势 ⭐⭐,多头,0.81,2,-0.11,60.0,0.57,87.5,0.0,0.0,0.0,0.0,-0.11,60.0,0.57,87.5,0.0,0.0,0.0,0.0,未知,未知
510040,上证180ETF鹏华,🔴顺势 ⭐⭐,多头,0.92,2,0.1,66.67,0.79,85.71,2.0,100.0,0.0,0.0,0.1,66.67,0.79,85.71,2.0,100.0,0.0,0.0,未知,未知
530580,上证180ETF南方,🔴顺势 ⭐⭐,多头,0.92,2,-0.13,59.26,1.07,80.0,0.17,100.0,0.0,0.0,-0.13,59.26,1.07,80.0,0.17,100.0,0.0,0.0,未知,未知
561700,电力ETF基金,🔴顺势 ⭐⭐,多头,1.09,2,0.03,47.57,-0.01,50.98,-0.26,52.17,-0.34,36.36,-0.02,44.59,-0.01,39.39,-0.04,42.86,-0.12,50.0,未知,未知
561170,绿色电力ETF,🔴顺势 ⭐⭐,多头,1.11,2,0.02,50.0,0.04,52.5,0.22,60.0,-0.37,33.33,0.02,50.0,0.04,52.5,0.22,60.0,-0.37,33.33,未知,未知
159730,龙头家电ETF,🔴顺势 ⭐⭐,多头,1.11,2,-0.03,45.97,0.31,54.84,0.29,55.56,-0.27,45.45,0.07,44.83,-0.17,45.71,-0.2,47.06,-0.45,33.33,未知,未知
562960,绿色电力ETF易方达,🔴顺势 ⭐⭐,多头,1.13,2,0.1,54.32,0.05,50.0,-0.1,35.71,0.04,62.5,0.1,54.32,0.05,50.0,-0.1,35.71,0.04,62.5,未知,未知
562350,电力指数ETF,🔴顺势 ⭐⭐,多头,1.19,2,0.07,46.73,0.07,50.0,-0.21,43.48,-0.01,63.64,0.13,54.55,-0.18,39.39,-0.32,40.0,-0.42,16.67,未知,未知
563600,A500增强ETF易方达,🔴顺势 ⭐⭐,多头,1.21,2,-0.1,40.0,1.09,100.0,0.0,0.0,0.0,0.0,-0.1,40.0,1.09,100.0,0.0,0.0,0.0,0.0,未知,未知
159611,电力ETF,🔴顺势 ⭐⭐,多头,1.24,2,0.12,51.28,0.26,64.71,0.02,50.0,-0.34,37.5,-0.02,45.76,-0.14,40.91,-0.07,50.0,-0.14,25.0,未知,未知
561560,电力ETF,🔴顺势 ⭐⭐,多头,1.29,2,0.1,49.54,0.05,54.0,-0.3,40.0,-0.4,40.0,0.19,50.0,0.02,54.55,-0.22,30.77,-0.33,40.0,未知,未知
560580,电力ETF南方,🔴顺势 ⭐⭐,多头,1.32,2,-0.02,46.91,0.18,60.98,0.09,46.15,-0.6,28.57,-0.02,46.91,0.18,60.98,0.09,46.15,-0.6,28.57,未知,未知
159625,绿色电力ETF,🔴顺势 ⭐⭐,多头,1.92,2,0.09,47.75,0.18,58.33,-0.42,20.0,-0.79,33.33,0.15,56.34,-0.26,34.38,-0.01,41.67,0.17,44.44,未知,未知
159669,绿电ETF,🔴顺势 ⭐⭐,多头,2.02,2,0.02,41.76,0.16,60.98,-0.09,41.67,-1.07,0.0,0.08,48.89,-0.14,37.5,-0.04,41.67,-0.12,50.0,未知,未知
159766,旅游ETF,🔴顺势 ⭐⭐,多头,2.27,2,-0.19,41.73,0.05,46.27,0.19,62.5,-0.24,58.33,0.27,52.08,-0.03,53.85,-0.26,41.67,-0.01,33.33,未知,未知
159619,基建ETF,🔴顺势 ⭐⭐,多头,2.34,2,0.14,55.12,-0.03,49.02,0.79,68.0,0.75,60.0,0.07,54.41,-0.02,46.43,-0.23,31.25,-0.24,25.0,未知,未知
159635,基建ETF华夏,🔴顺势 ⭐⭐,多头,2.35,2,0.11,54.7,-0.28,42.22,0.4,58.33,0.48,60.0,0.06,42.68,0.02,61.29,-0.11,47.06,-0.57,25.0,未知,未知
